Name,Address,City,State,Zipcode,Neighborhood,Lat,Long
Pizzahacker,3299 MISSION ST,SAN FRANCISCO,CA,94110, ,37.744221,-122.420772
Il Casaro Pizze Mozzarella Bar,348 COLUMBUS AVE,SAN FRANCISCO,CA,94133, ,37.798441,-122.407462
Long Bridge Pizza Company,2347 3RD ST,SAN FRANCISCO,CA,94107,Potrero Hill,37.758608,-122.388298
Goodfellas Pizzeria & Grill,377 BAY ST,SAN FRANCISCO,CA,94133,North Beach,37.805671,-122.41317
Valencia Pizza & Pasta,801 VALENCIA ST,SAN FRANCISCO,CA,94110,Mission,37.759935,-122.421412
Eagle Pizzeria,1722 TARAVAL ST,SAN FRANCISCO,CA,94116,Sunset/Parkside,37.74266,-122.484533
Pizza Inferno Restaurant & Bar,1800 FILLMORE ST,SAN FRANCISCO,CA,94115,Pacific Heights,37.786207,-122.433303
Pizza Inferno,1800 FILLMORE ST,SAN FRANCISCO,CA,94115,Pacific Heights,37.786207,-122.433303
Inferno A Pizza Bar,1800 FILLMORE ST,SAN FRANCISCO,CA,94115,Pacific Heights,37.786207,-122.433303
Inferno Pizza & Bar,1800 FILLMORE ST,SAN FRANCISCO,CA,94115,Pacific Heights,37.786207,-122.433303
Amici's East Coast Pizzeria,2200 LOMBARD ST,SAN FRANCISCO,CA,94123,Marina,37.799649,-122.437996
Amici's East Coast Pizzeria,216 KING ST,SAN FRANCISCO,CA,94107,Mission Bay,37.777847,-122.392336
Extreme Pizza,1730 FILLMORE ST,SAN FRANCISCO,CA,94115,Japantown,37.785637,-122.433191
Extreme Pizza,1062 FOLSOM ST,SAN FRANCISCO,CA,94103,South of Market,37.777341,-122.407101
Extreme Pizza,1980 UNION ST,SAN FRANCISCO,CA,94123, ,37.797548,-122.431853
Extreme Pizza,1056 FOLSOM ST,SAN FRANCISCO,CA,94103,South of Market,37.777499,-122.406901
North Beach Pizza Express,3054 TARAVAL ST,SAN FRANCISCO,CA,94116,Sunset/Parkside,37.742043,-122.498784
Piraat Pizzeria,696 SUTTER ST,SAN FRANCISCO,CA,94102,Nob Hill,37.788816,-122.411879
Napoli Pizza,1045 POLK ST,SAN FRANCISCO,CA,94109,Tenderloin,37.786554,-122.419881
Pizzardi Ginny M,4155 24TH ST,SAN FRANCISCO,CA,94114,Noe Valley,37.751225,-122.435282
Tricolore Caffe And Pizzeria,590 WASHINGTON ST,SAN FRANCISCO,CA,94111,Chinatown,37.795544,-122.403224
Marcello's Pizza,420 CASTRO ST,SAN FRANCISCO,CA,94114,Castro/Upper Market,37.761285,-122.435035
Za Pizza,1919 HYDE ST,SAN FRANCISCO,CA,94109, ,37.798576,-122.418944
Round Table Pizza,4523 MISSION ST,SAN FRANCISCO,CA,94112, ,37.725898,-122.433891
Mythic Pizza,551 HAIGHT ST,SAN FRANCISCO,CA,94117, ,37.771994,-122.431359
Primo Pizza,1064 DIVISADERO,SAN FRANCISCO,CA,94115, ,37.779048,-122.438573
Oz Pizza,508 CASTRO ST,SAN FRANCISCO,CA,94114, ,37.760603,-122.434968
Cesco Pizza,135 4TH ST,SAN FRANCISCO,CA,94103, ,37.784013,-122.403669
Cybelle's Pizza,719 14TH ST,SAN FRANCISCO,CA,94114, ,37.767694,-122.429714
Soma Pizza,483 3RD ST,SAN FRANCISCO,CA,94107,Financial District/South Beach,37.78155,-122.396117
City Pizza & Yucatan Food,294 TURK ST,SAN FRANCISCO,CA,94102,Tenderloin,37.782825,-122.413883
Gio's Pizza Restaurant,3515 MISSION ST,SAN FRANCISCO,CA,94110, ,37.74085,-122.422944
Pizza Joint And Grill,1125 OCEAN AVE,SAN FRANCISCO,CA,94112,Oceanview/Merced/Ingleside,37.723562,-122.454662
Village Pizzeria,1 CLEMENT ST,SAN FRANCISCO,CA,94118, ,37.783181,-122.459339
Patxis Pizza,822 IRVING ST,SAN FRANCISCO,CA,94122, ,37.764018,-122.466796
Patxis Pizza,4024 24TH ST,SAN FRANCISCO,CA,94114,Noe Valley,37.751401,-122.432412
Jersey Pizza Llc,145 2ND ST,SAN FRANCISCO,CA,94105,Financial District/South Beach,37.787387,-122.399027
Bernal Heights Pizzeria,59 30TH ST,SAN FRANCISCO,CA,94110, ,37.742338,-122.422701
Twin Peaks Pizza And Pasta,1681 CHURCH ST,SAN FRANCISCO,CA,94131, ,37.743953,-122.426686
Seniores Pizza,559 DIVISADERO ST,SAN FRANCISCO,CA,94117, ,37.774614,-122.43777
Cecilia's Pizza & Restaurant,3515 MISSION ST,SAN FRANCISCO,CA,94110, ,37.74085,-122.422944
City Pizza And Burger Inc,464 BROADWAY ST,SAN FRANCISCO,CA,94133, ,37.798089,-122.404892
Volare Pizza And Restaurant,456 HAIGHT ST,SAN FRANCISCO,CA,94117, ,37.772197,-122.42975
Red Apron Pizzeria,3214 FOLSOM ST,SAN FRANCISCO,CA,94110, ,37.746802,-122.41354
Patxis Pizza,4042 24TH ST,SAN FRANCISCO,CA,94114, ,37.751373,-122.432857
Pizza Joint,3088 BALBOA ST,SAN FRANCISCO,CA,94121, ,37.775978,-122.491688
Chico's Pizza,131 6TH ST,SAN FRANCISCO,CA,94103, ,37.780636,-122.408305
Bellissimo Pizza,920 SUTTER ST,SAN FRANCISCO,CA,94109, ,37.788362,-122.415437
Bruno's Pizza & Restaurant,1375 FILLMORE ST,SAN FRANCISCO,CA,94115, ,37.782068,-122.432458
Blaze Pizza Fast-Fire'd,3251 20TH AVE,SAN FRANCISCO,CA,94132, ,37.727905,-122.475605
Dna Pizza,917 FOLSOM ST,SAN FRANCISCO,CA,94107, ,37.779925,-122.403839
Pizza Casa Tua,324 ARKANSAS ST,SAN FRANCISCO,CA,94107,Potrero Hill,37.762163,-122.398428
Powell Street Pizza And Pasta,239 POWELL ST,SAN FRANCISCO,CA,94102, ,37.786799,-122.408128
Brezza Emporio And Pizzeria,900 NORTH POINT ST,SAN FRANCISCO,CA,94901, ,37.805393,-122.422944
Chico's Pizza,468 ELLIS ST,SAN FRANCISCO,CA,94109, ,37.784744,-122.413803
Brezza Emporio And Pizzeria,900 NORTH POINT ST,SAN FRANCISCO,CA,94109, ,37.805393,-122.422944
Monterey Pizza & Asian Zap,599 MONTEREY BLVD,SAN FRANCISCO,CA,94127,West of Twin Peaks,37.731504,-122.447763
Passione Pizza,3251 20TH AVE,SAN FRANCISCO,CA,94132, ,37.727905,-122.475605
Golden State Pizza Grill & Sports Bar,1375 FILLMORE ST,SAN FRANCISCO,CA,94115, ,37.782068,-122.432458
North Beach Pizza,4787 MISSION ST,SAN FRANCISCO,CA,94112,Excelsior,37.721869,-122.436936
Baiano Pizzeria,100 GOUGH ST,SAN FRANCISCO,CA,94102, ,37.77432,-122.422478
Pachino Pizzeria,318 KEARNY ST,SAN FRANCISCO,CA,94104, ,37.79113,-122.404123
Baiano Pizzeria Hayes Valley,100 GOUGH ST,SAN FRANCISCO,CA,94102, ,37.77432,-122.422478
Firehouse Pizzeria,6001 CALIFORNIA ST,SAN FRANCISCO,CA,94121, ,37.78402,-122.481953
Take One Pizza,1028 MISSION ST,SAN FRANCISCO,CA,94103, ,37.780376,-122.409462
Pizza Zone And Grill,4404 3RD ST,SAN FRANCISCO,CA,94124,Bayview Hunters Point,37.737977,-122.389675
